"TRUCK","ACTIVE","SENDFUEL","SENDROUTE","TANKCAP","AVGMPG","SATTYPE"
"  1766         ","Y","Y","Y",200,6.00," "
"  1767         ","Y","Y","Y",200,6.00," "
"  1768         ","Y","Y","Y",200,6.00," "
"  1769         ","Y","Y","Y",200,6.00," "
"  1770         ","Y","Y","Y",200,6.00," "
"  1771         ","Y","Y","Y",200,6.00," "
"  1772         ","Y","Y","Y",200,6.00," "
"  1773         ","Y","Y","Y",200,6.00," "
"  1774         ","Y","Y","Y",200,6.00," "
"  1775         ","Y","Y","Y",200,6.00," "
"  1776         ","Y","Y","Y",200,6.00," "
"  1777         ","Y","Y","Y",200,6.00," "
"  1778         ","Y","Y","Y",200,6.00," "
"  1779         ","Y","Y","Y",200,6.00," "
"  1780         ","Y","Y","Y",200,6.00," "
"   305         ","Y","Y","Y",200,6.00," "
"   306         ","Y","Y","Y",200,6.00," "
"   307         ","Y","Y","Y",120,6.00," "
"   308         ","Y","Y","Y",120,6.00," "
"   309         ","Y","Y","Y",120,6.00," "
"   310         ","Y","Y","Y",120,6.00," "
"  1562         ","Y","Y","Y",250,6.00," "
"  1781         ","Y","Y","Y",200,6.00," "
"  1782         ","Y","Y","Y",200,6.00," "
"  1783         ","Y","Y","Y",200,6.00," "
"  1784         ","Y","Y","Y",200,6.00," "
"  1785         ","Y","Y","Y",200,6.00," "
"  1786         ","Y","Y","Y",200,6.00," "
"  1787         ","Y","Y","Y",200,6.00," "
"  1788         ","Y","Y","Y",200,6.00," "
"  1789         ","Y","Y","Y",200,6.00," "
"  1790         ","Y","Y","Y",200,6.00," "
"  1791         ","Y","Y","Y",200,6.00," "
"  1792         ","Y","Y","Y",200,6.00," "
"  1793         ","Y","Y","Y",200,6.00," "
"  1794         ","Y","Y","Y",200,6.00," "
"  1795         ","Y","Y","Y",200,6.00," "
"  1796         ","Y","Y","Y",200,6.00," "
"  1797         ","Y","Y","Y",200,6.00," "
"  1800         ","Y","Y","Y",200,6.00," "
"  1798         ","Y","Y","Y",200,6.00," "
"  1799         ","Y","Y","Y",200,6.00," "
"  1801         ","Y","Y","Y",200,6.00," "
"  1802         ","Y","Y","Y",200,6.00," "
"  1803         ","Y","Y","Y",200,6.00," "
"  1804         ","Y","Y","Y",200,6.00," "
"  1805         ","Y","Y","Y",200,6.00," "
"  1806         ","Y","Y","Y",200,6.00," "
"  1807         ","Y","Y","Y",200,6.00," "
"  1808         ","Y","Y","Y",200,6.00," "
"  1809         ","Y","Y","Y",200,6.00," "
"  1810         ","Y","Y","Y",200,6.00," "
"  1811         ","Y","Y","Y",200,6.00," "
"  1812         ","Y","Y","Y",200,6.00," "
"  1813         ","Y","Y","Y",200,6.00," "
"  1814         ","Y","Y","Y",200,6.00," "
"  1815         ","Y","Y","Y",200,6.00," "
"  1816         ","Y","Y","Y",200,6.00," "
"  1817         ","Y","Y","Y",200,6.00," "
"  1818         ","Y","Y","Y",200,6.00," "
"  1819         ","Y","Y","Y",200,6.00," "
"  1820         ","Y","Y","Y",200,6.00," "
"  1821         ","Y","Y","Y",200,6.00," "
"  1822         ","Y","Y","Y",200,6.00," "
"  1823         ","Y","Y","Y",200,6.00," "
"  1824         ","Y","Y","Y",200,6.00," "
"  1825         ","Y","Y","Y",200,6.00," "
"  1826         ","Y","Y","Y",200,6.00," "
"  1827         ","Y","Y","Y",200,6.00," "
"  1828         ","Y","Y","Y",200,6.00," "
"  1829         ","Y","Y","Y",200,6.00," "
"  1830         ","Y","Y","Y",200,6.00," "
"  1831         ","Y","Y","Y",200,6.00," "
"  1832         ","Y","Y","Y",200,6.00," "
"  1833         ","Y","Y","Y",200,6.00," "
"  1834         ","Y","Y","Y",200,6.00," "
"  1835         ","Y","Y","Y",200,6.00," "
"  1836         ","Y","Y","Y",200,6.00," "
"  1837         ","Y","Y","Y",200,6.00," "
"  1838         ","Y","Y","Y",200,6.00," "
"  1839         ","Y","Y","Y",200,6.00," "
"  1840         ","Y","Y","Y",200,6.00," "
"  1841         ","Y","Y","Y",200,6.00," "
"  1842         ","Y","Y","Y",200,6.00," "
"  1843         ","Y","Y","Y",200,6.00," "
"  1844         ","Y","Y","Y",200,6.00," "
"  1845         ","Y","Y","Y",200,6.00," "
"  1846         ","Y","Y","Y",200,6.00," "
"  1847         ","Y","Y","Y",200,6.00," "
"  1848         ","Y","Y","Y",200,6.00," "
"  1849         ","Y","Y","Y",200,6.00," "
"  1850         ","Y","Y","Y",200,6.00," "
"  1851         ","Y","Y","Y",200,6.00," "
"  1852         ","Y","Y","Y",200,6.00," "
"  1853         ","Y","Y","Y",200,6.00," "
"  1854         ","Y","Y","Y",200,6.00," "
"  1855         ","Y","Y","Y",200,6.00," "
"  1856         ","Y","Y","Y",200,6.00," "
"  1857         ","Y","Y","Y",200,6.00," "
"  1858         ","Y","Y","Y",200,6.00," "
"  1859         ","Y","Y","Y",200,6.00," "
"  1860         ","Y","Y","Y",200,6.00," "
"  1861         ","Y","Y","Y",200,6.00," "
"  1862         ","Y","Y","Y",200,6.00," "
"  1863         ","Y","Y","Y",200,6.00," "
"  1864         ","Y","Y","Y",200,6.00," "
"  1865         ","Y","Y","Y",200,6.00," "
"  1866         ","Y","Y","Y",200,6.00," "
"  1867         ","Y","Y","Y",200,6.00," "
"  1868         ","Y","Y","Y",200,6.00," "
"  1869         ","Y","Y","Y",200,6.00," "
"  1870         ","Y","Y","Y",200,6.00," "
"  1871         ","Y","Y","Y",200,6.00," "
"  1872         ","Y","Y","Y",200,6.00," "
"  1873         ","Y","Y","Y",200,6.00," "
"  1874         ","Y","Y","Y",200,6.00," "
"  1875         ","Y","Y","Y",200,6.00," "
"  1876         ","Y","Y","Y",200,6.00," "
"  1877         ","Y","Y","Y",200,6.00," "
"  1878         ","Y","Y","Y",200,6.00," "
"  1879         ","Y","Y","Y",200,6.00," "
"  1880         ","Y","Y","Y",200,6.00," "
"  1881         ","Y","Y","Y",200,6.00," "
"  1882         ","Y","Y","Y",200,6.00," "
"  1883         ","Y","Y","Y",200,6.00," "
"  1884         ","Y","Y","Y",200,6.00," "
"  1890         ","Y","Y","Y",200,6.00," "
"  1891         ","Y","Y","Y",200,6.00," "
"  1892         ","Y","Y","Y",200,6.00," "
"  1893         ","Y","Y","Y",200,6.00," "
"  1894         ","Y","Y","Y",200,6.00," "
"  1885         ","Y","Y","Y",200,6.00," "
"  1886         ","Y","Y","Y",200,6.00," "
"  1887         ","Y","Y","Y",200,6.00," "
"  1888         ","Y","Y","Y",200,6.00," "
"  1889         ","Y","Y","Y",200,6.00," "
"  1895         ","Y","Y","Y",200,6.00," "
"  1896         ","Y","Y","Y",200,6.00," "
"  1897         ","Y","Y","Y",200,6.00," "
"  1898         ","Y","Y","Y",200,6.00," "
"  1899         ","Y","Y","Y",200,6.00," "
"  1900         ","Y","Y","Y",200,6.00," "
"  1901         ","Y","Y","Y",200,6.00," "
"  1902         ","Y","Y","Y",200,6.00," "
"  1903         ","Y","Y","Y",200,6.00," "
"  1904         ","Y","Y","Y",200,6.00," "
"  1905         ","Y","Y","Y",200,6.00," "
"  1906         ","Y","Y","Y",200,6.00," "
"  1907         ","Y","Y","Y",200,6.00," "
"  1908         ","Y","Y","Y",200,6.00," "
"  1909         ","Y","Y","Y",200,6.00," "
"  1910         ","Y","Y","Y",200,6.00," "
"  1911         ","Y","Y","Y",200,6.00," "
"  1912         ","Y","Y","Y",200,6.00," "
"  1913         ","Y","Y","Y",200,6.00," "
"  1914         ","Y","Y","Y",200,6.00," "
"  1915         ","Y","Y","Y",200,6.00," "
"  1916         ","Y","Y","Y",200,6.00," "
"  1917         ","Y","Y","Y",200,6.00," "
"  1918         ","Y","Y","Y",200,6.00," "
"  1919         ","Y","Y","Y",200,6.00," "
"  1920         ","Y","Y","Y",200,6.00," "
"  1921         ","Y","Y","Y",200,6.00," "
"  1922         ","Y","Y","Y",200,6.00," "
"  1923         ","Y","Y","Y",200,6.00," "
"  1924         ","Y","Y","Y",200,6.00," "
"  1925         ","Y","Y","Y",200,6.00," "
"  1926         ","Y","Y","Y",200,6.00," "
"  1927         ","Y","Y","Y",200,6.00," "
"  1928         ","Y","Y","Y",200,6.00," "
"  1929         ","Y","Y","Y",200,6.00," "
"  1930         ","Y","Y","Y",200,6.00," "
"  1931         ","Y","Y","Y",200,6.00," "
"  1934         ","Y","Y","Y",200,6.00," "
"  1935         ","Y","Y","Y",200,6.00," "
"  1932         ","Y","Y","Y",200,6.00," "
"  1933         ","Y","Y","Y",200,6.00," "
"  1936         ","Y","Y","Y",200,6.00," "
"  1937         ","Y","Y","Y",200,6.00," "
"  1938         ","Y","Y","Y",200,6.00," "
"  1939         ","Y","Y","Y",200,6.00," "
"  1940         ","Y","Y","Y",200,6.00," "
"  1941         ","Y","Y","Y",200,6.00," "
"  1942         ","Y","Y","Y",200,6.00," "
"  1943         ","Y","Y","Y",200,6.00," "
"  1944         ","Y","Y","Y",200,6.00," "
"  1945         ","Y","Y","Y",200,6.00," "
"  1946         ","Y","Y","Y",200,6.00," "
"  1947         ","Y","Y","Y",200,6.00," "
"  1948         ","Y","Y","Y",200,6.00," "
"  1949         ","Y","Y","Y",200,6.00," "
"  1950         ","Y","Y","Y",200,6.00," "
"  1951         ","Y","Y","Y",200,6.00," "
"  1952         ","Y","Y","Y",200,6.00," "
"  1953         ","Y","Y","Y",200,6.00," "
"  1954         ","Y","Y","Y",200,6.00," "
"  1955         ","Y","Y","Y",200,6.00," "
"  1956         ","Y","Y","Y",200,6.00," "
"  1957         ","Y","Y","Y",200,6.00," "
"  1958         ","Y","Y","Y",200,6.00," "
"  1959         ","Y","Y","Y",200,6.00," "
"  1960         ","Y","Y","Y",200,6.00," "
"  1961         ","Y","Y","Y",200,6.00," "
"  1962         ","Y","Y","Y",200,6.00," "
"  1963         ","Y","Y","Y",200,6.00," "
"  1964         ","Y","Y","Y",200,6.00," "
"  1965         ","Y","Y","Y",200,6.00," "
"  1966         ","Y","Y","Y",200,6.00," "
"  1967         ","Y","Y","Y",200,6.00," "
"  1968         ","Y","Y","Y",200,6.00," "
"  1969         ","Y","Y","Y",200,6.00," "
"  1970         ","Y","Y","Y",200,6.00," "
"  1971         ","Y","Y","Y",200,6.00," "
"  1972         ","Y","Y","Y",200,6.00," "
"  1973         ","Y","Y","Y",200,6.00," "
"  1974         ","Y","Y","Y",200,6.00," "
"  1975         ","Y","Y","Y",200,6.00," "
"  1976         ","Y","Y","Y",200,6.00," "
"  1977         ","Y","Y","Y",200,6.00," "
"  1978         ","Y","Y","Y",200,6.00," "
"  1979         ","Y","Y","Y",200,6.00," "
"  1980         ","Y","Y","Y",200,6.00," "
"  1981         ","Y","Y","Y",200,6.00," "
"  1982         ","Y","Y","Y",200,6.00," "
"  1983         ","Y","Y","Y",200,6.00," "
"  1984         ","Y","Y","Y",200,6.00," "
"  1985         ","Y","Y","Y",200,6.00," "
"  1986         ","Y","Y","Y",200,6.00," "
"  1987         ","Y","Y","Y",200,6.00," "
"  1988         ","Y","Y","Y",200,6.00," "
"  1989         ","Y","Y","Y",200,6.00," "
"  1990         ","Y","Y","Y",200,6.00," "
"  1991         ","Y","Y","Y",200,6.00," "
"  1992         ","Y","Y","Y",200,6.00," "
"  1993         ","Y","Y","Y",200,6.00," "
"  1994         ","Y","Y","Y",200,6.00," "
"  1995         ","Y","Y","Y",200,6.00," "
"  1996         ","Y","Y","Y",200,6.00," "
"  1997         ","Y","Y","Y",200,6.00," "
"  1998         ","Y","Y","Y",200,6.00," "
"  1999         ","Y","Y","Y",200,6.00," "
"  2000         ","Y","Y","Y",200,6.00," "
"  2001         ","Y","Y","Y",200,6.00," "
"  2002         ","Y","Y","Y",200,6.00," "
"  2003         ","Y","Y","Y",200,6.00," "
"  2004         ","Y","Y","Y",200,6.00," "
"  2005         ","Y","Y","Y",200,6.00," "
"  2006         ","Y","Y","Y",200,6.00," "
"  2007         ","Y","Y","Y",200,6.00," "
"  2008         ","Y","Y","Y",200,6.00," "
"  2009         ","Y","Y","Y",200,6.00," "
"  2010         ","Y","Y","Y",200,6.00," "
"  2011         ","Y","Y","Y",200,6.00," "
"  2012         ","Y","Y","Y",200,6.00," "
"  2013         ","Y","Y","Y",200,6.00," "
"  2014         ","Y","Y","Y",200,6.00," "
"  2015         ","Y","Y","Y",200,6.00," "
"  2016         ","Y","Y","Y",200,6.00," "
"  2017         ","Y","Y","Y",200,6.00," "
"  2018         ","Y","Y","Y",200,6.00," "
"  2019         ","Y","Y","Y",200,6.00," "
"  2020         ","Y","Y","Y",200,6.00," "
"  2021         ","Y","Y","Y",200,6.00," "
"  2022         ","Y","Y","Y",200,6.00," "
"  2023         ","Y","Y","Y",200,6.00," "
"  2024         ","Y","Y","Y",200,6.00," "
"  2025         ","Y","Y","Y",200,6.00," "
"  2026         ","Y","Y","Y",200,6.00," "
"  2027         ","Y","Y","Y",200,6.00," "
"  2028         ","Y","Y","Y",200,6.00," "
"  2029         ","Y","Y","Y",200,6.00," "
"  2030         ","Y","Y","Y",200,6.00," "
"  2031         ","Y","Y","Y",200,6.00," "
"  2032         ","Y","Y","Y",200,6.00," "
"  2033         ","Y","Y","Y",200,6.00," "
"  2034         ","Y","Y","Y",200,6.00," "
"  2035         ","Y","Y","Y",200,6.00," "
"  2036         ","Y","Y","Y",200,6.00," "
"  2037         ","Y","Y","Y",200,6.00," "
"  2038         ","Y","Y","Y",200,6.00," "
"  2039         ","Y","Y","Y",200,6.00," "
"  2040         ","Y","Y","Y",200,6.00," "
"  2041         ","Y","Y","Y",200,6.00," "
"  2042         ","Y","Y","Y",200,6.00," "
"  2043         ","Y","Y","Y",200,6.00," "
"  2044         ","Y","Y","Y",200,6.00," "
"  2045         ","Y","Y","Y",200,6.00," "
"  2046         ","Y","Y","Y",200,6.00," "
"  2047         ","Y","Y","Y",200,6.00," "
"  2048         ","Y","Y","Y",200,6.00," "
"  2049         ","Y","Y","Y",200,6.00," "
"  2050         ","Y","Y","Y",200,6.00," "
"  2051         ","Y","Y","Y",200,6.00," "
"  2052         ","Y","Y","Y",200,6.00," "
"  2053         ","Y","Y","Y",200,6.00," "
"  2055         ","Y","Y","Y",200,6.00," "
"  2056         ","Y","Y","Y",200,6.00," "
"  2057         ","Y","Y","Y",200,6.00," "
"  2058         ","Y","Y","Y",200,6.00," "
"  2059         ","Y","Y","Y",200,6.00," "
"  2060         ","Y","Y","Y",200,6.00," "
"  2061         ","Y","Y","Y",200,6.00," "
"  2054         ","Y","Y","Y",200,6.00," "
"  2062         ","Y","Y","Y",200,6.00," "
"  2063         ","Y","Y","Y",200,6.00," "
"  2064         ","Y","Y","Y",200,6.00," "
"  2065         ","Y","Y","Y",200,6.00," "
"  2066         ","Y","Y","Y",200,6.00," "
"  2068         ","Y","Y","Y",200,6.00," "
"  2067         ","Y","Y","Y",200,6.00," "
"  2069         ","Y","Y","Y",200,6.00," "
"  2070         ","Y","Y","Y",200,6.00," "
"  2071         ","Y","Y","Y",200,6.00," "
"  2072         ","Y","Y","Y",200,6.00," "
"   274         ","Y","Y","Y",200,6.00," "
"  2073         ","Y","Y","Y",200,6.00," "
"  2074         ","Y","Y","Y",200,6.00," "
"  2075         ","Y","Y","Y",200,6.00," "
"  2076         ","Y","Y","Y",200,6.00," "
"  2077         ","Y","Y","Y",200,6.00," "
"  2078         ","Y","Y","Y",200,6.00," "
"  2079         ","Y","Y","Y",200,6.00," "
"  2080         ","Y","Y","Y",200,6.00," "
"  2081         ","Y","Y","Y",200,6.00," "
"  2082         ","Y","Y","Y",200,6.00," "
"  2083         ","Y","Y","Y",200,6.00," "
"  2084         ","Y","Y","Y",200,6.00," "
"  2085         ","Y","Y","Y",200,6.00," "
"  2086         ","Y","Y","Y",200,6.00," "
"  2087         ","Y","Y","Y",200,6.00," "
"  2088         ","Y","Y","Y",200,6.00," "
"  2089         ","Y","Y","Y",200,6.00," "
"  2090         ","Y","Y","Y",200,6.00," "
"  2091         ","Y","Y","Y",200,6.00," "
"  2092         ","Y","Y","Y",200,6.00," "
"  2093         ","Y","Y","Y",200,6.00," "
"  2094         ","Y","Y","Y",200,6.00," "
"  2095         ","Y","Y","Y",200,6.00," "
"  2096         ","Y","Y","Y",200,6.00," "
"  2097         ","Y","Y","Y",200,6.00," "
"  2098         ","Y","Y","Y",200,6.00," "
"  2099         ","Y","Y","Y",200,6.00," "
"  2100         ","Y","Y","Y",200,6.00," "
"  2101         ","Y","Y","Y",200,6.00," "
"  2102         ","Y","Y","Y",200,6.00," "
"  2103         ","Y","Y","Y",200,6.00," "
"  2104         ","Y","Y","Y",200,6.00," "
"  2105         ","Y","Y","Y",200,6.00," "
"  2106         ","Y","Y","Y",200,6.00," "
"  2107         ","Y","Y","Y",200,6.00," "
"  2108         ","Y","Y","Y",200,6.00," "
"  2109         ","Y","Y","Y",200,6.00," "
"  2110         ","Y","Y","Y",200,6.00," "
"  2111         ","Y","Y","Y",200,6.00," "
"  2112         ","Y","Y","Y",200,6.00," "
"  2113         ","Y","Y","Y",200,6.00," "
"  2114         ","Y","Y","Y",200,6.00," "
"  2115         ","Y","Y","Y",200,6.00," "
"  2116         ","Y","Y","Y",200,6.00," "
"  2117         ","Y","Y","Y",200,6.00," "
"  2118         ","Y","Y","Y",200,6.00," "
"  2119         ","Y","Y","Y",200,6.00," "
"  2120         ","Y","Y","Y",200,6.00," "
"  2121         ","Y","Y","Y",200,6.00," "
"  2122         ","Y","Y","Y",200,6.00," "
"  2123         ","Y","Y","Y",200,6.00," "
"  2124         ","Y","Y","Y",200,6.00," "
"  2125         ","Y","Y","Y",200,6.00," "
"  2126         ","Y","Y","Y",200,6.00," "
"  2127         ","Y","Y","Y",200,6.00," "
"  2128         ","Y","Y","Y",200,6.00," "
"  2129         ","Y","Y","Y",200,6.00," "
"  2130         ","Y","Y","Y",200,6.00," "
"  2131         ","Y","Y","Y",200,6.00," "
"  2132         ","Y","Y","Y",200,6.00," "
"  2133         ","Y","Y","Y",200,6.00," "
"  2134         ","Y","Y","Y",200,6.00," "
"  2136         ","Y","Y","Y",200,6.00," "
"  2137         ","Y","Y","Y",200,6.00," "
"  2138         ","Y","Y","Y",200,6.00," "
"  2139         ","Y","Y","Y",200,6.00," "
"  2140         ","Y","Y","Y",200,6.00," "
"  2142         ","Y","Y","Y",200,6.00," "
"  2143         ","Y","Y","Y",200,6.00," "
"  2135         ","Y","Y","Y",200,6.00," "
"  2141         ","Y","Y","Y",200,6.00," "
"  2144         ","Y","Y","Y",200,6.00," "
"  2145         ","Y","Y","Y",200,6.00," "
"  2146         ","Y","Y","Y",200,6.00," "
"  2147         ","Y","Y","Y",200,6.00," "
"  2148         ","Y","Y","Y",200,6.00," "
"  2149         ","Y","Y","Y",200,6.00," "
"  2150         ","Y","Y","Y",200,6.00," "
"  2151         ","Y","Y","Y",200,6.00," "
"  2152         ","Y","Y","Y",200,6.00," "
"  2153         ","Y","Y","Y",200,6.00," "
"  2154         ","Y","Y","Y",200,6.00," "
"  2155         ","Y","Y","Y",200,6.00," "
"  2156         ","Y","Y","Y",200,6.00," "
"  2157         ","Y","Y","Y",200,6.00," "
"  2158         ","Y","Y","Y",200,6.00," "
"  2159         ","Y","Y","Y",200,6.00," "
"  2160         ","Y","Y","Y",200,6.00," "
"  2162         ","Y","Y","Y",200,6.00," "
"  2161         ","Y","Y","Y",200,6.00," "
"  2163         ","Y","Y","Y",200,6.00," "
"  2164         ","Y","Y","Y",200,6.00," "
"  2165         ","Y","Y","Y",200,6.00," "
"  2166         ","Y","Y","Y",200,6.00," "
"  2167         ","Y","Y","Y",200,6.00," "
"  2168         ","Y","Y","Y",200,6.00," "
"  2169         ","Y","Y","Y",200,6.00," "
"  2170         ","Y","Y","Y",200,6.00," "
"  2171         ","Y","Y","Y",200,6.00," "
"  2172         ","Y","Y","Y",200,6.00," "
"  2173         ","Y","Y","Y",200,6.00," "
"  2174         ","Y","Y","Y",200,6.00," "
"  2175         ","Y","Y","Y",200,6.00," "
"  2176         ","Y","Y","Y",200,6.00," "
